season,batsman,Runs,CUM_RUNS,Rank
2020,AB de Villiers,454.0,4849.0,6.0
2020,CH Gayle,288.0,4772.0,7.0
2020,MS Dhoni,200.0,4632.0,8.0
2020,RV Uthappa,196.0,4607.0,9.0
2020,G Gambhir,0.0,4217.0,10.0
2020,AM Rahane,113.0,3933.0,11.0
2020,SR Watson,299.0,3874.0,12.0
2020,KD Karthik,169.0,3823.0,13.0
2020,AT Rayudu,359.0,3659.0,14.0
2020,MK Pandey,425.0,3268.0,15.0
2020,YK Pathan,0.0,3204.0,16.0
2020,KA Pollard,268.0,3023.0,17.0
2020,BB McCullum,0.0,2880.0,18.0
2020,PA Patel,0.0,2848.0,19.0
2020,Yuvraj Singh,0.0,2750.0,20.0
2020,V Sehwag,0.0,2728.0,21.0
2020,KL Rahul,670.0,2647.0,22.0
2020,M Vijay,32.0,2619.0,23.0
2020,SV Samson,375.0,2584.0,24.0
2020,SE Marsh,0.0,2477.0,25.0
2020,JH Kallis,0.0,2427.0,26.0
2020,DR Smith,0.0,2385.0,27.0
2020,SR Tendulkar,0.0,2334.0,28.0
2020,SPD Smith,311.0,2333.0,29.0
2020,F du Plessis,449.0,2302.0,30.0
2020,SS Iyer,519.0,2200.0,31.0
2020,R Dravid,0.0,2174.0,32.0
2020,RA Jadeja,232.0,2159.0,33.0
2020,RR Pant,343.0,2079.0,34.0
2020,AC Gilchrist,0.0,2069.0,35.0
2020,JP Duminy,0.0,2029.0,36.0
2020,SA Yadav,480.0,2024.0,37.0
2020,AJ Finch,268.0,2005.0,38.0
2020,WP Saha,214.0,1979.0,39.0
2020,MEK Hussey,0.0,1977.0,40.0
2020,Q de Kock,503.0,1959.0,41.0
2020,DA Miller,0.0,1850.0,42.0
2020,DPMD Jayawardene,0.0,1802.0,43.0
2020,JC Buttler,328.0,1714.0,44.0
2020,MK Tiwary,0.0,1695.0,45.0
2020,MA Agarwal,424.0,1690.0,46.0
2020,KC Sangakkara,0.0,1687.0,47.0
2020,Mandeep Singh,130.0,1659.0,48.0
2020,KS Williamson,317.0,1619.0,49.0
2020,NV Ojha,0.0,1554.0,50.0
